,Energy,Cost,Emissions,Avg Ems Rate,Steam Turbine,Combined Cycle,Gas Turbine,Internal Combustion,Other Fossil,Other Peaker,Hydro,Wind,DR,Solar
Actual,1274828.4,30403782.125,1106309.7197027814,0.8678107119342879,0.7364859599957027,0.08379465200468897,0.08507176486048791,0.0,0.0033031897332846862,0.00010040567225372592,0.016787122395026905,0.0735228380218602,0.0009340080850851852,0.0
Baseline,1274828.4,29401334.87301714,1105344.572198317,0.8670536315904617,0.7017778341683143,0.1316531725874412,0.09026563815537188,0.0,0.002579641357905506,0.0,0.012978845081787226,0.06281441617725297,0.0,0.0
1.5 GW Solar,1274828.296875,29141480.691959016,1099754.377612286,0.8626686278521786,0.6984336615180868,0.13093229926132455,0.0897600087805535,0.0,0.0025796415159930553,0.0,0.012978845877166708,0.06281410625896762,0.0,0.004797508821377918
15 GW Solar,1274828.296875,26903784.57089577,1051170.9935617037,0.8245588807045233,0.6719369154648,0.1210752855514758,0.08281938908397389,0.0,0.0025796415159930553,0.0,0.012978845877166708,0.06281277274610739,0.0,0.047975872633141736
Carbon Price 5,1274828.4,35098694.080312185,1091966.860180905,0.8565598959004227,0.678031112484937,0.14088735675752603,0.10227854875789158,0.0,0.0025852891783163232,2.117932149102031e-05,0.013112980782716863,0.06286226575616109,0.0,0.0
Carbon Price 10,1274828.4,40681803.796876006,1074043.5286283365,0.8425004884507191,0.6520483203011935,0.1489049850175681,0.1139128194373042,0.0,0.002587171785119929,3.529886915170052e-05,0.019648762510982836,0.06286595252772464,0.0,0.0
Carbon Price 25,1274828.4,57186023.80799631,1016469.4409059612,0.7973382620275935,0.5715367769846686,0.16281344543593343,0.15742558274206972,0.0,0.0031346180273901696,8.471728596408124e-05,0.042169676417802414,0.06292125408874108,0.0,0.0
Carbon Price 50,1274828.4,86145426.23160698,980922.9649196455,0.7694549197021485,0.4993329388284011,0.1662154720028429,0.22475040817915146,0.0,0.003594993718272077,0.0006816603842850611,0.042169676417802414,0.06322976620527655,0.0,0.0
Baseline Error,0.0,-0.032971136546810796,-0.0008724026258431361,-0.0008724026258431271,-0.04712666325314725,0.57114051359834,0.06105284524661709,,-0.2190453573067039,-1.0,-0.22685706481581747,-0.1456475584011507,-1.0,
