,Demand,Total Ems,Avg Ems,Total Cost,Avg Cost,Steam Turbine,Combined Cycle,Gas Turbine,Internal Combustion,Other Fossil,Other Peaker,Hydro,Wind,DR,Solar
00,57845.0,49609.712459087845,0.8576318170816466,1133649.5,19.598054885864258,41516.80000495911,6544.800003051758,3892.2000048160553,0.0,312.9999996200204,0.0,639.0999999046326,4939.100004427135,0.0,0.0
01,55164.902,46941.27536165582,0.8509264653302537,991038.8125,17.965024948120117,39195.90003013611,6305.699966430664,3691.1000044345856,0.0,314.9999996200204,0.0,639.0999999046326,5018.100008562207,0.0,0.0
02,53669.7,45604.47358645057,0.8497247841947702,861338.25,16.048873901367188,38372.69998073578,5864.800003051758,3380.399985551834,0.0,314.9999996200204,0.0,639.0999999046326,5097.699997678399,0.0,0.0
03,52526.1,44642.914835582924,0.8499186786680334,806991.125,15.36362075805664,37715.79995250702,5571.500015258789,3235.8000099658966,0.0,314.9999996200204,0.0,639.0999999046326,5048.900004580617,0.0,0.0
04,52110.5,44324.568636645614,0.850588051096144,795166.0625,15.25922966003418,37481.7999830246,5496.100021362305,3191.9000141620636,0.0,314.9999996200204,0.0,639.0999999046326,4986.599995829165,0.0,0.0
05,51816.797,44195.0284139379,0.8529093089360881,781752.125,15.086847305297852,37374.600001335144,5472.100021362305,3181.400024652481,0.0,320.9999996200204,0.0,639.0999999046326,4828.599996633828,0.0,0.0
06,53697.195,46151.280290301416,0.859472827616343,855596.875,15.933734893798828,38886.49999141693,5939.099990844727,3330.0000030994415,0.0,319.9999996200204,0.0,650.0999999046326,4571.499993361533,0.0,0.0
07,58714.5,51064.09766638279,0.8697016523411217,1124977.75,19.16013526916504,42823.70001029968,6684.79997253418,3923.8999865055084,0.0,312.9999996200204,0.0,701.9999995231628,4267.099990978837,0.0,0.0
08,63952.195,56163.32367592383,0.878207908289682,1347577.0,21.071630477905273,47186.09998130798,6980.399948120117,4592.000019311905,0.0,307.9999996200204,0.0,701.9999995231628,4183.7000103369355,0.0,0.0
09,69590.6,61185.22432369208,0.8792167756840128,1552238.125,22.30528450012207,50937.999979019165,8399.099990844727,4953.300009965897,0.0,304.9999996200204,0.0,787.9999995231628,4207.2000021114945,0.0,0.0
10,74536.7,65574.8983397075,0.8797665524558644,1760278.5,23.61626434326172,54401.20002746582,9670.399978637695,4943.699982881546,0.0,301.9999996200204,0.0,787.9999995231628,4431.399996958673,0.0,0.0
11,78192.5,68615.40099591875,0.8775189563694569,1953698.75,24.985755920410156,56656.79999732971,10294.199981689453,5431.099993944168,0.0,299.9999996200204,0.0,787.9999995231628,4722.399990551174,0.0,0.0
12,81370.3,71292.80166534515,0.8761526552479492,2178305.5,26.770278930664062,58895.80005455017,10418.600006103516,5892.300017595291,0.0,301.9999996200204,0.0,790.1000018119812,5071.5000050365925,0.0,0.0
13,83719.195,72789.9430838354,0.8694534486640871,2387299.0,28.51555061340332,60079.40002632141,10525.800018310547,6216.500018358231,0.0,301.9999996200204,4.099999904632568,1182.6000018119812,5408.799988359213,0.0,0.0
14,86598.2,73989.39266562856,0.8543987056963379,2608281.5,30.119348526000977,61019.299993515015,10746.699966430664,6289.6000163555145,0.0,299.9999996200204,58.09999990463257,2379.8000140190125,5804.699987284839,0.0,0.0
15,87701.805,74700.30213541468,0.8517533065777562,2898558.5,33.0501594543457,61577.69999885559,10881.599990844727,6344.600001573563,0.0,324.9999996200204,58.09999990463257,2553.700007915497,5961.099998347461,0.0,0.0
16,88396.91,75153.88344119773,0.8501868066360946,2994605.75,33.87681579589844,61991.499994277954,10916.300003051758,6353.000008821487,0.0,325.9999996200204,58.09999990463257,2528.39998960495,6223.599980935454,0.0,0.0
17,88287.59,74985.44207710832,0.8493315866036764,2852438.25,32.3084831237793,61949.60003852844,10703.100051879883,6376.300020456314,0.0,327.9999996200204,58.09999990463257,2468.9999957084656,6403.499961800873,0.0,0.0
18,86769.0,74038.66946877242,0.8532848075784257,2531699.0,29.177459716796875,61253.39994239807,10610.099960327148,6187.999961137772,0.0,320.29999885708094,0.0,1712.9999957084656,6684.199997507036,0.0,0.0
19,84755.305,72448.76727033306,0.8547992074060475,2273004.5,26.81843376159668,59837.29993247986,10600.300003051758,5991.99999165535,0.0,311.9999996200204,0.0,1009.1000018119812,7004.599970579147,0.0,0.0
20,82511.5,70047.04936249126,0.8489368071419289,2033507.0,24.64513397216797,57607.39999961853,10485.29997253418,5931.800004243851,0.0,314.9999996200204,0.0,703.1000018119812,7468.900004059076,0.0,0.0
21,78127.0,65655.01916390198,0.8403627320120057,1841053.625,23.564882278442383,54260.49995613098,9044.900009155273,5927.399964570999,0.0,316.9999996200204,0.0,703.1000018119812,7874.100010730326,0.0,0.0
22,71316.5,59308.95358780529,0.8316301779785223,1545559.625,21.671838760375977,49480.099966049194,7637.300003051758,5138.600055932999,0.0,316.9999996200204,0.0,667.1000018119812,8076.399988271296,0.0,0.0
23,66856.7,54783.76640952679,0.8194206990299716,1377566.0,20.604755401611328,45762.70007991791,7074.500015258789,4612.999989748001,0.0,317.9999996200204,0.0,656.2000021934509,8432.29998613894,0.0,0.0
