,Demand,MCE,Total Ems,Avg Ems,Marginal Ems,Steam Turbine,Combined Cycle,Gas Turbine,Internal Combustion,Other Fossil,Other Peaker,Hydro,Wind,DR,Solar
00,57845.0,19.889999389648438,49093.011067611325,0.8486993010218917,52,39259.00001859665,8976.800003051758,4198.000009536743,0.0,292.0,0.0,705.9000000953674,4418.300024755299,0.0,0.0
01,55164.90234375,18.920000076293945,46611.59721875649,0.8449502353562569,4,37571.902320057154,8368.300003051758,3658.999994277954,0.0,294.0,0.0,705.9000000953674,4565.900026269257,0.0,0.0
02,53669.69921875,18.06999969482422,45375.97133792887,0.8454672189047104,4,37040.09918939322,7651.800003051758,3341.2000064849854,0.0,274.0,0.0,705.9000000953674,4672.800020106137,0.0,0.0
03,52526.1015625,17.540000915527344,44371.606816427695,0.8447534748724994,4,36079.40154521912,7624.699996948242,3340.4000034332275,0.0,274.0,0.0,705.9000000953674,4651.7000168040395,0.0,0.0
04,52110.5,17.520000457763672,44047.630394313244,0.8452736088564348,52,35948.300025463104,7227.699996948242,3341.4000034332275,0.0,274.0,0.0,705.9000000953674,4612.700013190508,0.0,0.0
05,51576.796875,17.139999389648438,43557.87510035303,0.8445246261786788,4,35541.39686381817,7223.699996948242,3342.4000034332275,0.0,280.0,0.0,705.9000000953674,4501.400010704994,0.0,240.0
06,52766.1953125,17.520000457763672,45099.87564438666,0.8547115322090082,52,37045.80001783371,7224.699996948242,3337.9000034332275,0.0,279.0,0.0,705.9000000953674,4276.50000718236,0.0,931.0
07,55853.5,18.420000076293945,48083.96381516209,0.86089437215505,52,39440.60001325607,7931.300003051758,3408.6000003814697,0.0,272.0,0.0,732.7999997138977,4042.80001873523,0.0,2861.0
08,58937.1953125,19.5,50784.0636837583,0.861664071635718,52,41056.400023937225,8747.800003051758,4146.299997329712,0.0,287.0,0.0,732.7999997138977,3913.300026193261,0.0,5015.0
09,62949.6015625,20.260000228881836,54093.50085754304,0.8593144279687916,52,42981.50001478195,9803.500015258789,5040.299997329712,0.0,284.0,0.0,908.7999993413687,3965.9000266864896,0.0,6641.0
10,67115.703125,21.360000610351562,57516.74633661604,0.8569789730056715,52,45201.60002660751,11005.500015258789,5431.800012588501,0.0,281.0,0.0,908.7999993413687,4174.200018510222,0.0,7421.0
11,69906.5,21.889999389648438,59348.707791120105,0.8489726676506492,52,46000.60001897812,12312.500015258789,5924.9000034332275,0.0,279.0,0.0,908.7999993413687,4446.200009636581,0.0,8286.0
12,73169.296875,22.530000686645508,62086.98696213757,0.8485387944646362,4,47921.996827825904,13284.500015258789,6149.400005340576,0.0,281.0,0.0,908.7999993413687,4723.600027233362,0.0,8201.0
13,75939.1953125,23.59000015258789,63968.01797013544,0.8423583856386474,4,49039.19528208673,13565.500015258789,7003.000019073486,0.0,281.0,0.0,1027.7999993413687,5023.699996739626,0.0,7780.0
14,79998.203125,24.770000457763672,67157.32565344026,0.8394854262976955,52,51192.30002737045,13762.500015258789,8267.600015163422,0.0,279.0,0.0,1057.7999993413687,5381.700006999075,0.0,6600.0
15,82632.8046875,25.09000015258789,69628.96251785882,0.8426309960212655,27,53366.10002660751,13931.000015258789,8526.304625838995,0.0,281.0,0.0,1057.7999993413687,5537.600020453334,0.0,5069.0
16,85182.90625,25.75,71645.75205066569,0.8410813296319728,4,54825.8062190786,14023.600021362305,9237.800003051758,0.0,282.0,0.0,1057.7999993413687,5769.200007356703,0.0,3214.0
17,86895.59375,26.059999465942383,72662.43068137227,0.8362038573604,42,55647.50004339218,14186.000015258789,9338.500004768372,0.0,284.0,0.0,1386.199993237853,5884.499984540045,0.0,1392.0
18,86366.0,26.049999237060547,72482.11929095884,0.8392436756473478,4,55461.5999879837,14196.500015258789,9341.499979019165,0.0,287.0,0.0,970.7999993413687,6141.400017634034,0.0,403.0
19,84755.3046875,25.399999618530273,71039.20242872939,0.8381682148469285,4,54476.70470226556,14119.900009155273,8744.299982070923,0.0,291.0,0.0,887.7999993413687,6420.599994666874,0.0,0.0
20,82511.5,24.81999969482422,68556.63780508871,0.8308737303901724,4,52574.80000834912,13867.099990844727,8176.399990081787,0.0,294.0,0.0,821.7999993413687,6810.200010620058,0.0,0.0
21,78127.0,24.079999923706055,64032.97327048727,0.8196010760746896,4,48682.699955925345,13790.500015258789,7429.200008392334,0.0,296.0,0.0,821.7999993413687,7134.800021082163,0.0,0.0
22,71316.5,21.889999389648438,58042.285471871466,0.8138689569997332,52,44836.700025081635,12409.500015258789,5658.400018692017,0.0,296.0,0.0,785.7999993413687,7343.900012165308,0.0,0.0
23,66856.703125,20.829999923706055,54120.703570320584,0.8095030272302346,52,42499.60001897812,10617.500015258789,5126.200006484985,0.0,297.0,0.0,774.8999997228384,7516.999992258847,0.0,0.0
