,Demand,MCE,Total Ems,Avg Ems,Marginal Ems,Steam Turbine,Combined Cycle,Gas Turbine,Internal Combustion,Other Fossil,Other Peaker,Hydro,Wind,DR,Solar
00,47398.5,43.31507994741211,37173.31443689431,0.7842719587517392,4,26085.19998947531,9295.800003051758,6482.200002670288,0.0,143.10000038146973,0.0,1168.8000000417233,4223.500004380941,0.0,0.0
01,45675.203,41.9050801,35257.23260599951,0.7719118951591857,4,24642.60310628265,9151.800003051758,5956.799995422363,0.0,137.80000019073486,0.0,1168.8000000417233,4617.5000200122595,0.0,0.0
02,45332.703,41.45335229353027,34618.66079576079,0.7636575454215382,27,24477.899960756302,8939.800003051758,5444.603142850101,0.0,137.80000019073486,0.0,1168.8000000417233,5164.600018121302,0.0,0.0
03,46328.504,41.53653921293945,34934.13621532951,0.7540527595283879,52,24529.699959993362,9048.300003051758,5700.400011062622,0.0,137.80000019073486,0.0,1168.8000000417233,5704.300034888089,0.0,0.0
04,49949.1,43.31507994741211,37821.44318402414,0.7571996692813214,4,26693.40149949491,9321.300003051758,6492.400005340576,0.0,144.10000038146973,0.0,1168.8000000417233,6211.100054189563,0.0,0.0
05,57352.4,45.10508086293945,43389.50169545206,0.7565420606208115,4,30742.598416246474,9427.800003051758,8550.899991989136,0.0,182.89999961853027,0.0,1855.8000000417233,6592.500026553869,0.0,0.0
06,64102.703,47.13507964223633,48846.57882980054,0.7620049771465943,4,34958.003138162196,10137.300003051758,9553.299989700317,0.0,191.0,16.0,2486.5000122487545,6760.699981838465,0.0,0.0
07,63610.0,46.865079184472656,48312.756526541445,0.7595151159651226,4,34562.10001062602,10085.300003051758,9408.399969100952,0.0,191.0,16.0,2579.3000122457743,6768.000004976988,0.0,0.0
08,64366.402,46.755080481469726,49287.21172205945,0.7657288574066973,4,35447.00229602307,10071.800003051758,9525.700023651123,0.0,191.0,16.0,2612.3000122457743,6502.700008779764,0.0,0.0
09,66810.5,47.62507941335449,51472.579438495755,0.7704264964114287,4,36787.59999080002,10115.800003051758,10741.099969863892,0.0,191.0,16.0,2612.3000122457743,6354.700024038553,0.0,0.0
10,67548.305,47.87507941335449,52220.67701638657,0.773086419533045,4,37531.60463230312,10140.300003051758,10691.800024032593,0.0,191.0,16.0,2612.3000122457743,6377.300015866756,0.0,0.0
11,68460.9,48.16335328535156,53116.67000147617,0.7758687252690375,27,38271.499937057495,10131.300003051758,10913.998479172587,0.0,191.0,16.0,2623.2000118643045,6315.900006353855,0.0,0.0
12,69605.59,48.49508025258789,54320.238384316996,0.780400474413265,4,39337.593694224954,10115.800003051758,11100.600009918213,0.0,191.0,16.0,2623.2000118643045,6223.400030940771,0.0,0.0
13,70601.9,48.87507941335449,55476.32528419186,0.7857625150590252,4,40350.79844136536,10106.800003051758,11248.199966430664,0.0,191.0,51.0,2623.2000118643045,6037.200014978647,0.0,0.0
14,70931.8,49.4050801,56106.65092676942,0.7909943551217758,4,40883.39686496556,10094.300003051758,11382.999965667725,0.0,191.0,58.0,2572.299987450242,5861.8000538647175,0.0,0.0
15,70759.9,49.4050801,56076.93544072119,0.7924959854238935,4,40852.69846766442,10093.800003051758,11386.29995918274,0.0,191.0,58.0,2572.299987450242,5605.90002015233,0.0,0.0
16,70522.6,49.493351301708984,56205.183720521956,0.7969811447002652,27,40896.199979782104,10093.800003051758,11516.501560024917,0.0,191.0,58.0,2587.299987450242,5179.900032192469,0.0,0.0
17,69779.2,49.27080748535156,56025.09376893816,0.8028909941630715,72,40808.99998283386,10091.300003051758,11381.900003433228,0.0,191.0,54.803118057549,2567.299987450242,4684.000030174851,0.0,0.0
18,70742.7,49.7850792607666,57225.379295234445,0.8089227124120364,4,41489.60316371173,10123.800003051758,12083.599952697754,0.0,231.0,66.0,2567.299987450242,4181.50001809001,0.0,0.0
19,69663.4,49.575080176293945,56503.14180620231,0.8110879324512901,4,40743.2984733209,10136.800003051758,12147.899969100952,0.0,231.0,58.0,2567.299987450242,3779.2000045776367,0.0,0.0
20,65025.9,48.49508025258789,52310.39931647082,0.8044548491206046,4,37155.39847832173,10092.300003051758,11449.799961090088,0.0,231.0,16.0,2567.299987450242,3516.100007586181,0.0,0.0
21,61249.305,47.353351912060546,49178.91349766887,0.8029301515924882,27,34605.89997673035,10107.300003051758,10632.004729188979,0.0,231.0,16.0,2460.4999874532223,3196.6999910771847,0.0,0.0
22,56117.3,46.26508071035156,46115.11580008761,0.8217628994638969,4,32743.800791233778,9609.800003051758,9355.399982452393,0.0,225.10000038146973,16.0,1215.6999996602535,2954.700004518032,0.0,0.0
23,53167.297,45.44508101552734,43723.42770241051,0.8223744721347659,4,31040.096854761243,9447.800003051758,8520.900016784668,0.0,225.10000038146973,16.0,1168.8000000417233,2754.9000001698732,0.0,0.0
