,Demand,Total Ems,Avg Ems,Total Cost,Avg Cost,Steam Turbine,Combined Cycle,Gas Turbine,Internal Combustion,Other Fossil,Other Peaker,Hydro,Wind,DR,Solar
00,62231.6,51274.30252699922,0.8239270923391515,1171975.625,18.832483291625977,43327.20005393028,5194.300003051758,5098.300011873245,0.0,175.70000038295984,0.0,1031.1000003814697,7328.600010879338,76.39999961853027,0.0
01,59764.4,48878.98759244537,0.817861283144374,1072867.125,17.951608657836914,41117.0000436306,5086.199996948242,5011.899981737137,0.0,175.70000038295984,0.0,1031.1000003814697,7266.300003200769,76.20000076293945,0.0
02,58632.703,47738.914678878886,0.8142028617903481,1025464.5,17.489633560180664,40028.00000357628,5041.099990844727,5023.399972200394,0.0,175.70000038295984,0.0,1031.1000003814697,7257.500030189753,75.89999961853027,0.0
03,58425.2,47624.648855133186,0.8151388355018109,1012909.1875,17.336854934692383,39926.20000433922,5033.300003051758,5016.200001955032,0.0,175.70000038295984,0.0,1031.1000003814697,7167.000026017427,75.70000076293945,0.0
04,59585.7,48875.92785660376,0.8202627223886606,1060678.875,17.8008975982666,41116.100021123886,5058.300003051758,5037.400017976761,0.0,175.70000038295984,0.0,1031.1000003814697,7090.699990808964,76.39999961853027,0.0
05,61087.203,50401.98776834402,0.8250825899691085,1149877.5,18.82354164123535,42331.900035619736,5162.399978637695,5363.400006532669,0.0,175.70000038295984,0.0,1031.1000003814697,6946.100009083748,76.60000038146973,0.0
06,65229.1,54725.908163931395,0.8389799468799236,1306963.5,20.036508560180664,46066.800045251846,5459.800003051758,5820.999997377396,0.0,175.70000038295984,0.0,1061.1000003814697,6567.80001860857,76.89999961853027,0.0
07,69803.7,59670.77134753432,0.8548367590280952,1475320.25,21.135271072387695,50546.30008149147,5924.099990844727,5883.199948549271,0.0,175.70000038295984,0.0,1072.1000003814697,6124.80001783371,77.5,0.0
08,73745.195,64080.731488342615,0.8689478849001132,1621993.25,21.99456214904785,53393.09999680519,8096.500015258789,5956.799971818924,0.0,175.70000038295984,0.0,1096.1000003814697,4948.300014525652,78.70000076293945,0.0
09,76031.41,66560.02973046976,0.8754281028501923,1786030.25,23.490690231323242,55366.899976968765,8688.800003051758,6051.499999284744,0.0,175.70000038295984,0.0,1096.1000003814697,4574.400034844875,78.0,0.0
10,77165.805,67829.95720952822,0.8790157438806041,1809592.625,23.450706481933594,56045.40003037453,9602.499938964844,6000.799975633621,0.0,175.70000038295984,0.0,1196.1000003814697,4068.5000263005495,76.79999923706055,0.0
11,76586.5,67685.33912646947,0.8837763721604913,1768285.375,23.088735580444336,55919.80005288124,9644.899948120117,5932.499976396561,0.0,175.70000038295984,0.0,1186.1000003814697,3651.3000153005123,76.20000076293945,0.0
12,75390.7,66976.02317001643,0.8883857079694325,1715942.375,22.760662078857422,55383.29999375343,9463.20004272461,5872.999978303909,0.0,175.70000038295984,0.0,1167.1000003814697,3251.4000142887235,77.0,0.0
13,74609.9,66438.50169826316,0.8904783827566535,1673847.875,22.434661865234375,54939.80007767677,9375.199981689453,5835.600032091141,0.0,175.70000038295984,0.0,1102.1000003814697,3104.400006584823,77.10000038146973,0.0
14,73719.1,65597.065750897,0.8898245415441338,1633903.125,22.163904190063477,54177.10005784035,9399.499969482422,5719.000010728836,0.0,175.70000038295984,0.0,1102.1000003814697,3068.5000142902136,77.20000076293945,0.0
15,73521.0,65375.62177465374,0.8892101817800865,1617553.5,22.001243591308594,53900.30007767677,9414.599975585938,5800.900000810623,0.0,175.70000038295984,0.0,1102.1000003814697,3049.9000054448843,77.5,0.0
16,74959.5,66772.18781639708,0.8907768570547707,1701494.25,22.6988468170166,55218.300047159195,9398.599975585938,5886.000035524368,0.0,175.70000038295984,0.0,1102.1000003814697,3101.100015245378,77.70000076293945,0.0
17,82718.305,73492.3459868294,0.888465331397625,2232522.0,26.989456176757812,61001.90003800392,9838.199996948242,6654.300017595291,0.0,175.70000038295984,0.0,1716.1000003814697,3254.5000039488077,77.60000038146973,0.0
18,85523.5,76169.73086042338,0.8906292523157189,2669968.0,31.219114303588867,63517.199991464615,9819.399978637695,6823.500018358231,0.0,175.70000038295984,0.0,1741.1000156402588,3369.0000235289335,77.60000038146973,0.0
19,86444.305,76543.68955652784,0.8854682773288151,2490800.75,28.813936233520508,63835.199991464615,9887.70002746582,6827.099923372269,0.0,175.70000038295984,0.0,1700.9000034332275,3939.900023147464,77.79999923706055,0.0
20,85179.305,75620.80297676258,0.8877837551526748,2310208.5,27.12171173095703,62966.000074625015,9841.40007019043,6826.799987077713,0.0,175.70000038295984,0.0,1187.1000003814697,4104.600003905594,77.70000076293945,0.0
21,83796.5,74290.35265237968,0.8865567494153058,2102751.5,25.093547821044922,61928.10010743141,9795.100021362305,6461.400067567825,0.0,175.70000038295984,0.0,1187.1000003814697,4171.100005872548,78.0,0.0
22,79207.7,69808.54945587066,0.8813353588312457,1812830.75,22.88705062866211,57936.39999747276,9661.000030517578,5999.600009202957,0.0,175.70000038295984,0.0,1187.1000003814697,4170.400010421872,77.5,0.0
23,75802.0,66538.79167747912,0.8777973098002575,1697526.25,22.394214630126953,54835.400008916855,9607.800018310547,5918.300025224686,0.0,175.70000038295984,0.0,1072.1000003814697,4114.800020471215,77.89999961853027,0.0
