,Demand,Total Ems,Avg Ems,Total Cost,Avg Cost,Steam Turbine,Combined Cycle,Gas Turbine,Internal Combustion,Other Fossil,Other Peaker,Hydro,Wind,DR,Solar
00,77794.09,68851.03618535011,0.8850419468425276,1676422.75,21.54948616027832,56686.099965810776,10392.200004577637,5715.300029754639,0.0,219.70000038295984,0.0,1006.399999499321,3714.8999977335334,59.5,0.0
01,76560.61,67562.18723965099,0.8824666860829957,1627009.375,21.251258850097656,55532.00001692772,10288.300003051758,5659.900035858154,0.0,219.70000038295984,0.0,1005.5999993085861,3796.7000034675,58.39999997615814,0.0
02,75058.91,65977.25898515976,0.8790064001919793,1569123.875,20.905231475830078,54019.4999024868,10259.000045776367,5639.100025177002,0.0,219.70000038295984,0.0,1002.0999993085861,3861.500020109117,58.0,0.0
03,75177.2,66033.33029561551,0.8783690740106329,1560933.875,20.76339340209961,54092.49999022484,10248.70002746582,5620.399963378906,0.0,219.70000038295984,0.0,1002.0999993085861,3934.600010178983,59.200000047683716,0.0
04,76442.805,67406.02539278295,0.8817837815912221,1598439.0,20.910261154174805,55396.99998831749,10259.800033569336,5661.900005340576,0.0,219.70000038295984,0.0,1005.5999993085861,3839.5999964401126,59.200000047683716,0.0
05,81254.695,72015.32631894089,0.8862912603631689,1804603.25,22.209218978881836,59348.59994292259,10551.600021362305,6223.400039672852,0.0,219.70000038295984,0.0,1005.5999993085861,3846.099978789687,59.700000047683716,0.0
06,90169.9,79459.1323195197,0.8812157238326678,2307176.0,25.586986541748047,64514.10001015663,11487.800033569336,8397.70002746582,0.0,187.70000038295984,181.0,1510.7999962568283,3829.999989748001,60.799999952316284,0.0
07,95230.6,83572.07453357628,0.8775758334229128,3220343.75,33.81626892089844,67544.49990487099,12271.999984741211,9122.799987792969,0.0,220.70000038295984,181.0,2039.8000115156174,3793.4999915733933,56.30000019073486,0.0
08,94475.305,82836.21367375813,0.8768028210944544,2791294.25,29.54522705078125,66906.29990792274,12249.79997253418,9026.199974060059,0.0,212.70000038295984,181.0,2043.399993777275,3794.700011998415,61.19999980926514,0.0
09,91902.1,80942.03528600089,0.8807419407156267,2428993.0,26.43022346496582,65382.39998650551,12141.000045776367,8645.800003051758,0.0,186.10000000149012,181.0,1360.1000059843063,3934.1000040620565,71.60000038146973,0.0
10,90526.6,79720.85393553016,0.8806345600026806,2249052.75,24.84410858154297,64488.60001397133,11895.300003051758,8426.300018310547,0.0,186.10000000149012,181.0,1358.8000029325485,3920.40000063926,70.10000038146973,0.0
11,87324.09,77246.51765465303,0.8845956979044289,2082664.5,23.84982681274414,62738.200020074844,11730.800064086914,7540.300022125244,0.0,186.10000000149012,181.0,1061.4999998807907,3817.5999891385436,68.60000038146973,0.0
12,85340.5,75378.05790550528,0.8832624358365053,1973564.5,23.12576675415039,61071.90001320839,11671.199996948242,7357.500003814697,0.0,186.10000000149012,179.0,1021.4999998807907,3786.500015504658,66.80000019073486,0.0
13,83623.0,73716.90390900207,0.8815386186695295,1859103.5,22.231964111328125,59614.100017786026,11659.199966430664,7111.4000034332275,0.0,187.70000038295984,179.0,1021.4999998807907,3783.7999965772033,66.30000019073486,0.0
14,82036.9,72167.48229045521,0.8796954012764899,1776483.125,21.65468406677246,58297.40000939369,11430.70002746582,7038.800012588501,0.0,187.70000038295984,179.0,1021.4999998807907,3814.600005991757,67.19999980926514,0.0
15,81234.3,71366.16778478125,0.8785226256663067,1742528.25,21.450647354125977,57578.89997124672,11387.10001373291,6984.199996948242,0.0,187.70000038295984,179.0,1021.4999998807907,3828.800006136298,67.10000038146973,0.0
16,81403.2,71501.02186661953,0.8783563683215878,1733719.875,21.297931671142578,57806.69995903969,11251.900024414062,6967.399974822998,0.0,187.70000038295984,181.0,1020.4999998807907,3919.800007633865,68.19999980926514,0.0
17,87167.1,76451.4708245089,0.8770679471278754,2098102.25,24.069887161254883,62075.000004053116,11936.600021362305,7148.100021362305,0.0,187.70000038295984,181.0,1435.9999998807907,4134.0999994799495,68.60000038146973,0.0
18,90809.8,79403.86155689428,0.8743975241591385,2429008.5,26.748308181762695,64759.60002923012,11829.20002746582,7568.999973297119,0.0,187.70000038295984,179.0,1797.700012087822,4416.800003640354,70.80000019073486,0.0
19,90187.4,78894.7907296019,0.874787299516973,2265738.75,25.1225643157959,64272.4000017643,11817.800003051758,7566.5999755859375,0.0,187.70000038295984,179.0,1516.0999983549118,4576.900008700788,70.89999961853027,0.0
20,88969.5,77996.5132575096,0.8766657478968591,2134283.0,23.988927841186523,63880.89997124672,11699.400024414062,6915.700031280518,0.0,187.70000038295984,179.0,1340.4999998807907,4694.900006487966,71.39999961853027,0.0
21,85896.1,75361.60021919082,0.8773576314677793,1981775.25,23.0717716217041,61929.49998116493,11663.699996948242,6187.0,0.0,187.70000038295984,0.0,1080.4999998807907,4776.899998366833,70.80000019073486,0.0
22,80167.305,70158.48065393559,0.8751507977899496,1711043.75,21.34341049194336,57976.30003905296,10408.400009155273,5698.8000202178955,0.0,187.70000038295984,0.0,1069.5999993085861,4755.800014875829,70.69999980926514,0.0
23,74862.8,64976.05294255936,0.8679351514351148,1482625.25,19.804567337036133,53249.80009436607,10084.79995727539,5515.99998664856,0.0,187.70000038295984,0.0,1034.5999993085861,4719.300007425249,70.60000038146973,0.0
